베다니선교회,대구광역시 북구 복현2동 360-2,35.89424339,128.6240269,2021-07-23
벧엘교회,대구광역시 북구 복현2동59-1,35.90489449,128.6192915,2021-07-23
보은사,대구광역시 북구 산격동 1201-3,35.90010897,128.6050856,2021-07-23
복현교회,대구광역시 북구 복현동  148-0,35.89988256,128.6228859,2021-07-23
복현교회,대구광역시 북구 복현동  465-4,35.89106429,128.6183196,2021-07-23
복현천주교회,대구광역시 북구 복현동 산 21-5,35.89901,128.6173292,2021-07-23
봉선사,대구광역시 북구 매천동 189,35.91030282,128.5410366,2021-07-23
부광교회,대구광역시 북구 태전동  608-12,35.92184581,128.5495923,2021-07-23
북대구교회,대구광역시 북구 검단동 1060-7,35.91315211,128.6259263,2021-07-23
북부교회,대구광역시 북구 칠성2가 409-554,35.87902446,128.6020343,2021-07-23
북부삼덕,대구광역시 북구 산격1동 805-27,35.89836848,128.5944711,2021-07-23
북일교회,대구광역시 북구 침산동  101-6 B동,35.88328898,128.5981792,2021-07-23
불광사,대구광역시 북구 읍내동 1369-15,35.93432044,128.5514631,2021-07-23
불영사,대구광역시 북구 대현동 157-3,35.88298415,128.6085989,2021-07-23
브니엘교회,대구광역시 북구 산격3동 1235-1,35.89907583,128.6079801,2021-07-23
산격교회,대구광역시 북구 산격2동 500-12,35.89948531,128.6125251,2021-07-23
산격문화회관,대구광역시 북구 산격동  826-1,35.89715317,128.5959907,2021-07-23
산격제일교회,대구광역시 북구 산격동  1071-1,35.89325482,128.5969251,2021-07-23
산격천주교회,대구광역시 북구 산격동 1285-4,35.89726663,128.6128071,2021-07-23
산광교회,대구광역시 북구 산격동  1230-19,35.89631989,128.6057878,2021-07-23
산성교회,대구광역시 북구 산격동  1276-7,35.89573082,128.6117429,2021-07-23
삼영교회,대구광역시 북구 노원동2가 300-1,35.89062888,128.5716841,2021-07-23
삼일교회,대구광역시 북구 관음동 1257-11,35.94339073,128.544887,2021-07-23
새길교회,대구광역시 북구 복현1동 431-9,35.89408501,128.6180662,2021-07-23
새빛교회,대구광역시 북구 복현2동 207-1,35.89742671,128.6167408,2021-07-23
새삶교회,대구광역시 북구 동암로 12길15,35.94361469,128.5569368,2021-07-23
새생명교회,대구광역시 북구 동천동 911-4,35.94212058,128.5622797,2021-07-23
새소망교회,대구광역시 북구 국우동 1082-3,35.94651435,128.5708791,2021-07-23
새칠곡교회,대구광역시 북구 태전동 1103,35.91295765,128.5439243,2021-07-23
샘물교회,대구광역시 북구 침산2동 295-23,35.89085547,128.591845,2021-07-23
생령교회,대구광역시 북구 태전동 109-1,35.92344008,128.5399184,2021-07-23
선린침례교회,대구광역시 북구 복현동 200-5,35.89709677,128.6160514,2021-07-23
섬김의침례교회,대구광역시 북구 읍내동  676-0,35.94477256,128.5501837,2021-07-23
성덕도 산격교화원,대구광역시 북구 산격1동 1102-1(산격1동),35.89364475,128.5982572,2021-07-23
성베네딕도수녀원,대구광역시 북구 사수동 135,35.89756858,128.5182961,2021-07-23
성북교회,대구광역시 북구 노원동1가  2-4,35.88971706,128.5813583,2021-07-23
성북교회,대구광역시 북구 서변동 1745,35.92188365,128.5963206,2021-07-23
성북천주교회,대구광역시 북구 산격동  793-60,35.89510181,128.5934386,2021-07-23
성빈교회,대구광역시 북구 복현동  315-21,35.89298316,128.6288908,2021-07-23
성삼교회,대구광역시 북구 서변동 70-1,35.94015085,128.6075637,2021-07-23
성심사,대구광역시 북구 매천동 111,35.91410785,128.5387136,2021-07-23
세계비전교회,대구광역시 북구 복현1동 462,35.89276027,128.6197728,2021-07-23
소망교회,대구광역시 북구 관음동 218-5,35.94213436,128.5456653,2021-07-23
송림교회,대구광역시 북구 읍내동  396-0,35.95185791,128.5538688,2021-07-23
시민교회,대구광역시 북구 칠성남로 47,35.87986243,128.5857161,2021-07-23
시민성결교회,대구광역시 북구 복현동  57-4,35.90309131,128.6211386,2021-07-23
신광교회,대구광역시 북구 신천동로 664 (대현동),35.8793558,128.6042518,2021-07-23
신기교회,대구광역시 북구 산격동  171-1,35.90519632,128.6131785,2021-07-23
신창교회,대구광역시 북구 대현동 199-10,35.8827243,128.6100699,2021-07-23
신평교회,대구광역시 북구 읍내동 1413,35.93788385,128.5546688,2021-07-23
신현교회,대구광역시 북구 복현1동 484-122,35.89127792,128.6170918,2021-07-23
아름다운교회,대구광역시 북구 학정동938-16,35.95081681,128.5664097,2021-07-23
안국사,대구광역시 북구 검단동 산1-2,35.909762,128.6295889,2021-07-23
안디옥교회,대구광역시 북구 읍내동 1297-15,35.94527685,128.5483139,2021-07-23
에벤에셀교회,대구광역시 북구 복현2동 41-3,35.90442457,128.6212709,2021-07-23
영남교회,대구광역시 북구 산격동 1197-35,35.8980452,128.6050366,2021-07-23
영신교회,대구광역시 북구 관음동  1257-0,35.9444624,128.5450828,2021-07-23
영언교회,대구광역시 북구 구암동 810-1,35.93842495,128.5699563,2021-07-23
영천사,대구광역시 북구 금호동 33,35.9160567,128.5281454,2021-07-23
예빛교회,대구광역시 북구 태전동749-22,35.91385514,128.5467448,2021-07-23
옥산천주교회,대구광역시 북구 침산동  85-5,35.88501397,128.5992887,2021-07-23
옥합교회,대구광역시 북구 복현2동340-5,35.89402132,128.6199267,2021-07-23
온누리교회,대구광역시 북구 읍내동 1308,35.94313514,128.5475676,2021-07-23
온세계교회,대구광역시 북구 복현2동 110-7,35.90045227,128.6225248,2021-07-23
온세상교회,대구광역시 북구 칠성2가 421-13,35.87889905,128.598279,2021-07-23
왕국회관,대구광역시 북구 고성동2가 114-15,35.880936,128.581113,2021-07-23
용선암,대구광역시 북구 고성동2가 108-45,35.88013714,128.5829826,2021-07-23
운암교회,대구광역시 북구 구암동 294-4,35.93447901,128.5676782,2021-07-23
원대교회,대구광역시 북구 고성3가 139-1,35.88217285,128.5813916,2021-07-23
원동교회,대구광역시 북구 노원2가 116-18,35.89344187,128.573388,2021-07-23
원정사,대구광역시 북구 읍내동 248-2,35.95271438,128.5518684,2021-07-23
월성사,대구광역시 북구 고성동1가 122-13,35.87937035,128.5831209,2021-07-23
은광교회,대구광역시 북구 태전동 310,35.92837197,128.5474877,2021-07-23
임마누엘칠성동교회,대구광역시 북구 칠성2가 462,35.878626,128.5970033,2021-07-23
자문사,대구광역시 북구 산격동 1239-35,35.89857078,128.6098151,2021-07-23
주사랑교회,대구광역시 북구 구암동 549-6,35.92549987,128.5585271,2021-07-23
주찬양교회,대구광역시 북구 읍내동 660-4,35.94560769,128.5508545,2021-07-23
중앙침례교회,대구광역시 북구 대현동  428-2,35.88290099,128.6054417,2021-07-23
지원정사,대구광역시 북구 노곡동 454-1,35.904047,128.558111,2021-07-23
진중교회,대구광역시 북구 침산1동 1544-1,35.89112163,128.5798068,2021-07-23
초대교회,대구광역시 북구 국우동 1107-14,35.94705142,128.5735433,2021-07-23
충현교회,대구광역시 북구 대현동 173-6,35.88590882,128.605952,2021-07-23
칠곡교회,대구광역시 북구 읍내동  845-0,35.94613215,128.5524432,2021-07-23
칠곡구세군교회,대구광역시 북구 관음동 1356-2,35.93750965,128.5458773,2021-07-23
칠곡동부교회,대구광역시 북구 구암동 697-8,35.92741511,128.5595047,2021-07-23
칠곡중앙교회,대구광역시 북구 읍내동 1127-1,35.93368796,128.5498407,2021-07-23
칠곡천주교회,대구광역시 북구 읍내동 536,35.94759475,128.5499483,2021-07-23
칠성관음사,대구광역시 북구 칠성1가 273-11,35.87792249,128.6025022,2021-07-23
칠성동교회,대구광역시 북구 칠성동2가 462,35.878501,128.597029,2021-07-23
침산교회,대구광역시 북구 노원동1가  211-0,35.88856109,128.5781045,2021-07-23
침산동부교회,대구광역시 북구 침산동  266-1,35.88856286,128.5925036,2021-07-23
침산제일교회,대구광역시 북구 침산동  22-100,35.88782931,128.5986454,2021-07-23
침산천주교회,대구광역시 북구 침산동  598-1,35.89658623,128.590348,2021-07-23
태전교회,대구광역시 북구 태전동  466-10,35.91681448,128.5500227,2021-07-23
태전영광교회,대구광역시 북구 태전동 496-9,35.91574147,128.5481539,2021-07-23
태전천주교회,대구광역시 북구 태전동 953,35.93066933,128.5457304,2021-07-23
태평로교회,대구광역시 북구 고성3가 6-216,35.88194679,128.5833946,2021-07-23
태현교회,대구광역시 북구 태전동  141-0,35.921986,128.5405734,2021-07-23
팔달교회,대구광역시 북구 팔달동 283-1,35.89614532,128.5365312,2021-07-23
팔달중앙교회,대구광역시 북구 팔달동  151-23,35.8987292,128.5510715,2021-07-23
평강성결교회,대구광역시 북구 읍내동 1357-2,35.93940987,128.5560095,2021-07-23
평안교회,대구광역시 북구 침산동 333-51,35.89191571,128.5906899,2021-07-23
풍성한교회,대구광역시 북구 동천동932-4,35.9369799,128.5571783,2021-07-23
하나님의교회,대구광역시 북구 칠성동2가 421-3,35.87869131,128.598366,2021-07-23
학정교회,대구광역시 북구 학정동 421,35.95885445,128.5668441,2021-07-23
"한국 SGI, 산격문화회관",대구광역시 북구 산격1동 826-1 (산격1동),35.89715317,128.5959907,2021-07-23
한마음교회,대구광역시 북구 대현1동 247,35.88750403,128.604192,2021-07-23
한우리교회,대구광역시 북구 동변동 448-2,35.91933716,128.6062518,2021-07-23
할렐루야교회,대구광역시 북구 대현1동229-1,35.88593853,128.6036374,2021-07-23
해원사,대구광역시 북구 관음동 323-6,35.94464502,128.5425791,2021-07-23
행복한교회,대구광역시 북구 태암로6길 33-1(태전동),35.92575113,128.549021,2021-07-23
혜성교회,대구광역시 북구 구암동 655-4,35.92849756,128.5554453,2021-07-23
화성사,대구광역시 북구 읍내동 1130-2,35.93436281,128.5500892,2021-07-23
화장사,대구광역시 북구 연암로 78-7(산격1동),35.89226084,128.5956216,2021-07-23
활천교회,대구광역시 북구 읍내동 1060-0 상가동,35.9386416,128.55453,2021-07-23
효총사,대구광역시 북구 산격동 1382-33,35.88856818,128.6022839,2021-07-23
