타임노래방,대구광역시 북구 구암로16길 16 (태전동),대구광역시 북구 태전동 995-3 ,2020-10-13
둥지노래연습장,대구광역시 북구 대학로 105 (산격동),대구광역시 북구 산격동 1324-3 ,2020-10-13
썬노래방,대구광역시 북구 연암로 115 (산격동),대구광역시 북구 산격동 793-98 ,2020-10-13
귀빈노래연습장,대구광역시 북구 공항로 78 (복현동),대구광역시 북구 복현동 268-8 ,2020-10-13
여울노래연습장,대구광역시 북구 침산남로7길 12 (노원동1가),대구광역시 북구 노원동1가 6-9 ,2020-10-13
썬노래연습장,대구광역시 북구 동북로 211 (복현동),대구광역시 북구 복현동 200-1 번지외4필지(지하1층) ,2020-10-13
야후노래방,대구광역시 북구 대학로 79 (산격동),대구광역시 북구 산격동 1339 ,2020-10-13
벅시 노래연습장,대구광역시 북구 유통단지로8길 21-25 (산격동),대구광역시 북구 산격동 1646 (지상3층) ,2020-10-13
라이브노래연습장,대구광역시 북구 구암로 302 (구암동),대구광역시 북구 구암동 815-11 ,2020-10-13
마야노래연습장,대구광역시 북구 태암로 5 (태전동),대구광역시 북구 태전동 1021-12 ,2020-10-13
제우스노래연습장,대구광역시 북구 구암로60길 41-3 (구암동),대구광역시 북구 구암동 810-11 ,2020-10-13
귀빈노래연습장,대구광역시 북구 구리로34길 15 (국우동),대구광역시 북구 국우동 1119-8 ,2020-10-13
삥풀노래연습장,대구광역시 북구 칠곡중앙대로 311 (태전동),대구광역시 북구 태전동 409-5 (지하1층) ,2020-10-13
스타노래방,"대구광역시 북구 노원로1길 141, 2층 (노원동3가)",대구광역시 북구 노원동3가 74-28 ,2020-10-13
시조.소리마당,대구광역시 북구 칠곡중앙대로 200 (태전동),대구광역시 북구 태전동 796-1 ,2020-10-13
세이노래연습장,대구광역시 북구 동변로 111-1 (동변동),대구광역시 북구 동변동 662 (지하1층) ,2020-10-13
요요노래연습장,대구광역시 북구 구암로60길 64-4 (구암동),대구광역시 북구 구암동 114 (지상1층) ,2020-10-13
대번노래연습장,대구광역시 북구 동암로38길 9-47 (구암동),대구광역시 북구 구암동 777-6 ,2020-10-13
화이트노래연습장,대구광역시 북구 구암로60길 11 (구암동),대구광역시 북구 구암동 812-8 ,2020-10-13
어촌노래연습장,"대구광역시 북구 침산남로 62, 2층 (노원동1가)",대구광역시 북구 노원동1가 8-1 ,2020-10-13
아우디노래연습장,대구광역시 북구 태전로 48 (태전동),대구광역시 북구 태전동 253-63 ,2020-10-13
씽씽노래연습장,대구광역시 북구 구암로60길 7-6 (구암동),대구광역시 북구 구암동 812-10 ,2020-10-13
목화노래연습장,대구광역시 북구 중앙대로 493 (칠성동2가),대구광역시 북구 칠성동2가 302-125 ,2020-10-13
볼보노래연습장,대구광역시 북구 태전로 28 (태전동),대구광역시 북구 태전동 246-10 (지상2층) ,2020-10-13
합창노래연습장,"대구광역시 북구 호암로 30, 지하1층 (칠성동2가)",대구광역시 북구 칠성동2가 378-26 ,2020-10-13
골든벨노래연습장,대구광역시 북구 구암로60길 54 (구암동),대구광역시 북구 구암동 137 ,2020-10-13
첼로노래연습장,대구광역시 북구 동암로38길 3-16 (구암동),대구광역시 북구 구암동 775-2 ,2020-10-13
한창노래연습장,대구광역시 북구 팔달로 215-2 (노원동2가),대구광역시 북구 노원동2가 281-2 ,2020-10-13
신도시노래연습장,대구광역시 북구 구암로32길 6-12 (구암동),대구광역시 북구 구암동 652 ,2020-10-13
한마음노래연습장,"대구광역시 북구 동변로18길 5, 지하1층 (동변동)",대구광역시 북구 동변동 499-1 ,2020-10-13
에이스노래연습장,대구광역시 북구 동변로 104 (동변동),대구광역시 북구 동변동 325 (지하1층) ,2020-10-13
아리아노래연습장,대구광역시 북구 대천로17길 9-16 (동천동),대구광역시 북구 동천동 926-6 (지상2층) ,2020-10-13
스타노래연습장,대구광역시 북구 산격로 69 (산격동),대구광역시 북구 산격동 1228-1 ,2020-10-13
3지구노래연습장,"대구광역시 북구 구암로65길 52, 지하1층 (구암동)",대구광역시 북구 구암동 769-4 ,2020-10-13
산격노래연습장,대구광역시 북구 연암로 98-2 (산격동),대구광역시 북구 산격동 848 ,2020-10-13
아마존노래연습장,대구광역시 북구 동암로38길 5 (구암동),대구광역시 북구 구암동 775-8 (지상2층) ,2020-10-13
짝꿍노래연습장,대구광역시 북구 구암로60길 7-16 (구암동),대구광역시 북구 구암동 812-14 ,2020-10-13
꽃동네노래연습장,대구광역시 북구 구암로60길 13 (구암동),대구광역시 북구 구암동 811-9 ,2020-10-13
애정노래연습장,대구광역시 북구 동암로38길 3-10 (구암동),대구광역시 북구 구암동 775-1 (지상2층) ,2020-10-13
한가락노래연습장,대구광역시 북구 구암로 300 (구암동),대구광역시 북구 구암동 815-10 (지상2층) ,2020-10-13
호박노래연습장,대구광역시 북구 원대로23길 2 (노원동1가),대구광역시 북구 노원동1가 12-14 (지하1층) ,2020-10-13
파도노래연습장,"대구광역시 북구 칠곡중앙대로46길 32, 지하1층 (태전동)",대구광역시 북구 태전동 584 ,2020-10-13
운암지노래연습장,"대구광역시 북구 구암로60길 5, 1층 (구암동)",대구광역시 북구 구암동 814 ,2020-10-13
대왕노래연습장,대구광역시 북구 구암로60길 3-26 (구암동),대구광역시 북구 구암동 813-11 ,2020-10-13
에스엠브라보노래연습장,"대구광역시 북구 동북로 219, 지하1층 (복현동)",대구광역시 북구 복현동 200-5 ,2020-10-13
칼라노래연습장,대구광역시 북구 동변로 100 (동변동),대구광역시 북구 동변동 493 (지하1층) ,2020-10-13
제우스노래연습장,"대구광역시 북구 동암로12길 23-5, 지하1층 (동천동)",대구광역시 북구 동천동 954-5 ,2020-10-13
순정노래연습장,대구광역시 북구 동암로38길 3-11 (구암동),대구광역시 북구 구암동 774-4 ,2020-10-13
황후노래연습장,대구광역시 북구 동변로23길 15 (동변동),대구광역시 북구 동변동 668-15 ,2020-10-13
왓따노래연습장,대구광역시 북구 구암로 298 (구암동),대구광역시 북구 구암동 815-9 ,2020-10-13
브이아이피(VIP)노래연습장,대구광역시 북구 동변로13길 22 (동변동),대구광역시 북구 동변동 668-14 ,2020-10-13
스마일노래연습장,대구광역시 북구 칠곡중앙대로53길 37 (태전동),대구광역시 북구 태전동 682-27 ,2020-10-13
청솔노래연습장,대구광역시 북구 대동로 5 (산격동),대구광역시 북구 산격동 1235-20 ,2020-10-13
엠(M)동전노래연습장,대구광역시 북구 대학로17길 1 (산격동),대구광역시 북구 산격동 1399 (지하1층) ,2020-10-13
장미노래연습장,"대구광역시 북구 고성북로 18, 지하1층 (고성동3가)",대구광역시 북구 고성동3가 6-30 ,2020-10-13
미건노래연습장,대구광역시 북구 대구체육관로 54 (산격동),대구광역시 북구 산격동 1433-36 ,2020-10-13
에쿠스노래연습장,대구광역시 북구 구리로 174-1 (국우동),대구광역시 북구 국우동 1107-8 ,2020-10-13
올인노래연습장,"대구광역시 북구 태암남로 14, 지하1층 (태전동)",대구광역시 북구 태전동 1074-26 ,2020-10-13
에스노래연습장,대구광역시 북구 호국로43길 8-20 (서변동),대구광역시 북구 서변동 1784-3 (지하1층) ,2020-10-13
스타노래연습장,대구광역시 북구 구리로34길 1 (국우동),대구광역시 북구 국우동 1107-1 (지상2층) ,2020-10-13
드림노래연습장,대구광역시 북구 대동로 48 (산격동),대구광역시 북구 산격동 1275-5 (지하1층) ,2020-10-13
그린노래연습장,대구광역시 북구 호국로43길 7-19 (서변동),대구광역시 북구 서변동 1788-3 ,2020-10-13
서변노래연습장,대구광역시 북구 호국로43길 8-12 (서변동),대구광역시 북구 서변동 1784-7 (지하1층) ,2020-10-13
축제노래연습장,"대구광역시 북구 동변로 96, 지하1층 (동변동)",대구광역시 북구 동변동 493-3 ,2020-10-13
옻골노래연습장,대구광역시 북구 구암로 383 (국우동),대구광역시 북구 국우동 1101-13 ,2020-10-13
함지박노래연습장,대구광역시 북구 대천로 75 (동천동),대구광역시 북구 동천동 929-7 ,2020-10-13
애플노래연습장,대구광역시 북구 서변로 87-1 (서변동),대구광역시 북구 서변동 1739-10 (지상2층) ,2020-10-13
필노래연습장,대구광역시 북구 구리로 170-1 (국우동),대구광역시 북구 국우동 1107-5 (지상2층) ,2020-10-13
아이러브 노래연습장,대구광역시 북구 산격로6길 25 (산격동),대구광역시 북구 산격동 1397-12 지하1층 ,2020-10-13
킹덤노래연습장,"대구광역시 북구 동변로 99, 3층 (동변동)",대구광역시 북구 동변동 669 ,2020-10-13
첼로노래연습장,대구광역시 북구 학정로 440 (구암동),대구광역시 북구 구암동 765-2 동재빌딩 B/101 ,2020-10-13
축제노래연습장,대구광역시 북구 연암로 2 (산격동),대구광역시 북구 산격동 1382-13 (지하1층) ,2020-10-13
꼴통노래연습장,대구광역시 북구 산격로 83-1 (산격동),대구광역시 북구 산격동 1218-25 (지하1층) ,2020-10-13
에이스노래연습장,대구광역시 북구 팔달로41길 5 (노원동2가),대구광역시 북구 노원동2가 346 ,2020-10-13
S(에스)노래연습장,대구광역시 북구 산격로6길 14 (산격동),대구광역시 북구 산격동 1414-76 ,2020-10-13
강산노래연습장,대구광역시 북구 학정로 47 (태전동),대구광역시 북구 태전동 785 (지상2층) ,2020-10-13
엠(M)노래연습장,대구광역시 북구 호국로 247 (서변동),대구광역시 북구 서변동 1779-4 (지하1층) ,2020-10-13
왕건노래연습장,대구광역시 북구 태전로 50 (태전동),대구광역시 북구 태전동 253-14 (지하1층) ,2020-10-13
삼익노래연습장,,대구광역시 북구 노원동3가 897-3 (지하1층) ,2020-10-13
활주로노래연습장,대구광역시 북구 구암로 139-1 (동천동),대구광역시 북구 동천동 878-3 (지하1층) ,2020-10-13
발리노래연습장,대구광역시 북구 호국로43길 8-16 (서변동),대구광역시 북구 서변동 1784-5 (지하1층) ,2020-10-13
신호등노래연습장,대구광역시 북구 학정로 432 (구암동),대구광역시 북구 구암동 765-4 (지하1층) ,2020-10-13
태영노래연습장,대구광역시 북구 유통단지로8길 66 (산격동),대구광역시 북구 산격동 179-4 (지하1층) ,2020-10-13
땡큐노래연습장,대구광역시 북구 호국로 233 (서변동),대구광역시 북구 서변동 1783-1 ,2020-10-13
동경,대구광역시 북구 호국로 207 (서변동),대구광역시 북구 서변동 1787-3 (지하1층) ,2020-10-13
에쿠스노래연습장,대구광역시 북구 태전로 36 (태전동),대구광역시 북구 태전동 252-24 (지상2층) ,2020-10-13
깜보노래연습장,대구광역시 북구 태암남로 12 (태전동),대구광역시 북구 태전동 1074-25 (지상2층) ,2020-10-13
오페라노래연습장,대구광역시 북구 서변로3길 80 (서변동),대구광역시 북구 서변동 1740-5 (지상2층) ,2020-10-13
월드노래연습장,대구광역시 북구 호국로43길 7-11 (서변동),대구광역시 북구 서변동 1788 (지상2층) ,2020-10-13
대풍노래연습장,대구광역시 북구 칠곡중앙대로 250-1 (태전동),대구광역시 북구 태전동 539-1 (지하1층) ,2020-10-13
동변노래연습장,대구광역시 북구 동변로 98 (동변동),대구광역시 북구 동변동 493-1 (지하1층) ,2020-10-13
에이스노래연습장,대구광역시 북구 칠곡중앙대로46길 12 (태전동),대구광역시 북구 태전동 476-1 (지상2층) ,2020-10-13
멋진노래연습장,대구광역시 북구 대현로 7 (대현동),대구광역시 북구 대현동 260-2 (지하1층) ,2020-10-13
시티노래연습장,대구광역시 북구 동천로23길 8 (동천동),대구광역시 북구 동천동 907-7 (지하1층) ,2020-10-13
스카이노래연습장,대구광역시 북구 호국로51길 5-11 (서변동),대구광역시 북구 서변동 1780 (지상2층) ,2020-10-13
하늘채노래연습장,대구광역시 북구 침산남로44길 45 (침산동),대구광역시 북구 침산동 10-2 (지하1층) ,2020-10-13
강변노래연습장,대구광역시 북구 동변로23길 11 (동변동),대구광역시 북구 동변동 664-5 (지상1층) ,2020-10-13
라스베가스,대구광역시 북구 유통단지로8길 21-15 (산격동),대구광역시 북구 산격동 1657 ,2020-10-13
내짝꿍노래연습장,대구광역시 북구 침산남로44길 47 (침산동),대구광역시 북구 침산동 10-1 ,2020-10-13
정노래연습장,대구광역시 북구 고성북로 21-1 (고성동3가),대구광역시 북구 고성동3가 102-5 ,2020-10-13
풍차노래연습장,대구광역시 북구 고성북로 49 (고성동3가),대구광역시 북구 고성동3가 39-2 ,2020-10-13
뮤노래연습장,"대구광역시 북구 대학로15길 9, 2층 (산격동)",대구광역시 북구 산격동 1397-37 2층 ,2020-10-13
주인공 노래연습장,대구광역시 북구 노원로 24 (노원동3가),대구광역시 북구 노원동3가 879 ,2020-10-13
쿨노래연습장,대구광역시 북구 경진로1길 6-1 (복현동),대구광역시 북구 복현동 412-8 지상2층 ,2020-10-13
